CORRIDOR,DIR,REF_POINT,SMT_CITY_NAME,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,SMS_X_CORD,SMS_Y_CORD,LATITUDE,LONGITUDE,REF_POINT_FLOAT
C001020,D,000+0.174,BILLINGS,YELLOWSTONE,APRIL,2021,MON,673200.87700,167295.51400,0,0,0.174
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,APRIL,2021,WED,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,AUGUST,2021,TUE,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,FEBRUARY,2021,MON,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,JANUARY,2021,MON,673670.30790,167950.79130,45.75723,108.5544,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,JUNE,2021,THU,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,MARCH,2021,MON,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,MAY,2021,SUN,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,MAY,2021,SAT,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,MAY,2021,WED,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.687,BILLINGS,YELLOWSTONE,OCTOBER,2021,MON,673670.30790,167950.79130,45.7572278255805,-108.552724111294,0.687
C001020,D,000+0.694,BILLINGS,YELLOWSTONE,APRIL,2021,THU,673678.90100,167957.40600,45.7572278255805,-108.552724111294,0.694
C001020,D,000+0.763,BILLINGS,YELLOWSTONE,AUGUST,2021,SAT,673774.06400,168015.59600,45.7577197500143,-108.551300894174,0.763
C001020,D,000+0.763,BILLINGS,YELLOWSTONE,DECEMBER,2021,FRI,673772.48313,168017.82655,45.757820000000002,-108.5514,0.763
